cohort,site,layer,direction,condition,label_scope,pairs,unique_recipients,recipient_schedules,baseline_accuracy,patched_accuracy,repair_count,damage_count,buffered_repair_count,buffered_damage_count,full_vocab_repair_count,full_vocab_damage_count,repair_rate_among_baseline_incorrect,damage_rate_among_baseline_correct,choice_changes,mean_truth_signed_change,mean_directional_effect,recipient_weighted_truth_signed_change,recipient_weighted_patched_accuracy,baseline_full_vocab_next_token_accuracy,patched_full_vocab_next_token_accuracy,run_complete
discovery_grid_train,answer_prefix,4,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,-0.0125,0.0125,-0.0125,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,4,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,5,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.025,0.025,0.025,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,5,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,5,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,5,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,6,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.025,0.025,0.025,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,6,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,6,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,6,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,7,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.025,0.025,0.025,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,7,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,7,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,7,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,8,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.025,0.025,0.025,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,8,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,8,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0375,-0.0375,0.0375,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,8,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,9,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.05,0.05,0.05,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,9,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,9,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,0.0,0.0,0.0,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,9,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,10,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0125,0.0125,0.0125,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,10,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,10,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0125,-0.0125,0.0125,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,10,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,11,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0125,0.0125,0.0125,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,11,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,11,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,0.0,0.0,0.0,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,11,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,12,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.025,0.025,0.025,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,12,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,12,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,12,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,13,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,13,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,13,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0125,-0.0125,0.0125,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,13,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,14,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0125,0.0125,0.0125,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,14,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,14,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,0.0,0.0,0.0,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,14,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,15,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,15,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,15,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,0.0,0.0,0.0,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,15,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,16,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0375,0.0375,0.0375,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,16,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,16,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,-0.025,0.025,-0.025,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,16,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,17,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0625,0.0625,0.0625,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,17,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,17,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,-0.025,0.025,-0.025,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,17,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,18,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0125,0.0125,0.0125,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,18,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,18,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,-0.0125,0.0125,-0.0125,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,18,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,19,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.05,0.05,0.05,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,19,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,19,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,-0.0125,0.0125,-0.0125,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,19,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,20,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.025,0.025,0.025,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,20,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,20,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,-0.05,0.05,-0.05,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,20,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,21,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0375,0.0375,0.0375,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,21,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,21,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,-0.0125,0.0125,-0.0125,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,21,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,22,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0875,0.0875,0.0875,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,22,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,22,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,-0.0625,0.0625,-0.0625,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,22,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,23,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.075,0.075,0.075,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,23,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,23,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,-0.075,0.075,-0.075,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,23,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,24,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,1,0,0.0,,1,0.175,0.175,0.175,0.0,0.0,0.1,True
discovery_grid_train,answer_prefix,24,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,24,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.8,0,2,0,0,0,1,,0.2,2,-0.1375,0.1375,-0.1375,0.8,1.0,0.9,True
discovery_grid_train,answer_prefix,24,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,25,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,1,0.1625,0.1625,0.1625,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,25,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,25,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,1,,0.1,1,-0.15,0.15,-0.15,0.9,1.0,0.9,True
discovery_grid_train,answer_prefix,25,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,26,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.175,0.175,0.175,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,26,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,26,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.8,0,2,0,0,0,1,,0.2,2,-0.1375,0.1375,-0.1375,0.8,1.0,0.9,True
discovery_grid_train,answer_prefix,26,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,27,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.1625,0.1625,0.1625,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,27,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,27,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,1,,0.1,1,-0.1625,0.1625,-0.1625,0.9,1.0,0.9,True
discovery_grid_train,answer_prefix,27,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,28,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.1875,0.1875,0.1875,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,28,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,28,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,-0.1625,0.1625,-0.1625,0.9,1.0,1.0,True
discovery_grid_train,answer_prefix,28,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,29,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.2625,0.2625,0.2625,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,29,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,29,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.8,0,2,0,0,0,2,,0.2,2,-0.2375,0.2375,-0.2375,0.8,1.0,0.8,True
discovery_grid_train,answer_prefix,29,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,30,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.9,9,0,7,0,9,0,0.9,,9,1.15,1.15,1.15,0.9,0.0,0.9,True
discovery_grid_train,answer_prefix,30,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,30,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.0,0,10,0,6,0,9,,1.0,10,-1.1375,1.1375,-1.1375,0.0,1.0,0.1,True
discovery_grid_train,answer_prefix,30,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,answer_prefix,31,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,1.0,10,0,7,0,10,0,1.0,,10,1.2875,1.2875,1.2875,1.0,0.0,1.0,True
discovery_grid_train,answer_prefix,31,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,answer_prefix,31,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.0,0,10,0,7,0,10,,1.0,10,-1.2875,1.2875,-1.2875,0.0,1.0,0.0,True
discovery_grid_train,answer_prefix,31,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,final_prompt,0,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0125,0.0125,0.0125,0.0,0.0,0.0,True
discovery_grid_train,final_prompt,0,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,final_prompt,0,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,0.9,0,1,0,0,0,0,,0.1,1,-0.025,0.025,-0.025,0.9,1.0,1.0,True
discovery_grid_train,final_prompt,0,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,final_prompt,1,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.025,0.025,0.025,0.0,0.0,0.0,True
discovery_grid_train,final_prompt,1,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,final_prompt,1,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0125,-0.0125,0.0125,1.0,1.0,1.0,True
discovery_grid_train,final_prompt,1,noising,self_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
discovery_grid_train,final_prompt,2,denoising,cross_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0125,0.0125,0.0125,0.0,0.0,0.0,True
discovery_grid_train,final_prompt,2,denoising,self_patch,all_emitted_pairs,10,10,8,0.0,0.0,0,0,0,0,0,0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,True
discovery_grid_train,final_prompt,2,noising,cross_patch,all_emitted_pairs,10,10,7,1.0,1.0,0,0,0,0,0,0,,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,True
