recipient_row_id,donor_row_id,schedule,answer_pattern,recipient_reliability,donor_reliability,delta_a,recipient_z_bayes,donor_z_bayes,non_tie,layer,site,condition,baseline_margin,patched_margin,margin_change,design_sha256,reasoning,backend,base_reliability_regime,baseline_recipient_correct,patched_recipient_correct,baseline_counterfactual_correct,patched_counterfactual_correct,margin_change_toward_counterfactual,choice_changed,original_task_repaired,original_task_harmed
3e67f2e318f4e07893e0fc12,1e81f8cb27858295de287347,0,YNY,3/4,1/4,2.0,2.1972245773362196,-2.1972245773362196,True,2,final_prompt,reliability_interchange,0.125,0.125,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.0,False,False,False
3e67f2e318f4e07893e0fc12,1e81f8cb27858295de287347,0,YNY,3/4,1/4,2.0,2.1972245773362196,-2.1972245773362196,True,31,final_prompt,reliability_interchange,0.125,0.125,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.0,False,False,False
3e67f2e318f4e07893e0fc12,1e81f8cb27858295de287347,0,YNY,3/4,1/4,2.0,2.1972245773362196,-2.1972245773362196,True,29,final_prompt,reliability_interchange,0.125,0.25,0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.125,False,False,False
328512ae916fce455fd2a196,ec1e112ff3dd2840469206ab,1,NNY,1/20,19/20,-1.0,2.9444389791664407,-2.9444389791664403,True,2,final_prompt,reliability_interchange,-0.375,-0.5,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,True,True,0.125,False,False,False
328512ae916fce455fd2a196,ec1e112ff3dd2840469206ab,1,NNY,1/20,19/20,-1.0,2.9444389791664407,-2.9444389791664403,True,31,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,True,True,-0.0,False,False,False
328512ae916fce455fd2a196,ec1e112ff3dd2840469206ab,1,NNY,1/20,19/20,-1.0,2.9444389791664407,-2.9444389791664403,True,29,final_prompt,reliability_interchange,-0.375,-0.5,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,True,True,0.125,False,False,False
f6376686f6dc7a67f6cbd530,1ec9512b144d410f1fcc1104,1,YYN,1/20,19/20,1.0,-2.9444389791664407,2.9444389791664403,True,2,final_prompt,reliability_interchange,0.0,0.0,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
f6376686f6dc7a67f6cbd530,1ec9512b144d410f1fcc1104,1,YYN,1/20,19/20,1.0,-2.9444389791664407,2.9444389791664403,True,31,final_prompt,reliability_interchange,0.0,0.0,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
f6376686f6dc7a67f6cbd530,1ec9512b144d410f1fcc1104,1,YYN,1/20,19/20,1.0,-2.9444389791664407,2.9444389791664403,True,29,final_prompt,reliability_interchange,0.0,0.0,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
ec1e112ff3dd2840469206ab,328512ae916fce455fd2a196,1,NNY,19/20,1/20,-1.0,-2.9444389791664403,2.9444389791664407,True,2,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,0.0,False,False,False
ec1e112ff3dd2840469206ab,328512ae916fce455fd2a196,1,NNY,19/20,1/20,-1.0,-2.9444389791664403,2.9444389791664407,True,31,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,0.0,False,False,False
ec1e112ff3dd2840469206ab,328512ae916fce455fd2a196,1,NNY,19/20,1/20,-1.0,-2.9444389791664403,2.9444389791664407,True,29,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,0.0,False,False,False
1ec9512b144d410f1fcc1104,f6376686f6dc7a67f6cbd530,1,YYN,19/20,1/20,1.0,2.9444389791664403,-2.9444389791664407,True,2,final_prompt,reliability_interchange,0.625,0.625,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.0,False,False,False
1ec9512b144d410f1fcc1104,f6376686f6dc7a67f6cbd530,1,YYN,19/20,1/20,1.0,2.9444389791664403,-2.9444389791664407,True,31,final_prompt,reliability_interchange,0.625,0.625,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.0,False,False,False
1ec9512b144d410f1fcc1104,f6376686f6dc7a67f6cbd530,1,YYN,19/20,1/20,1.0,2.9444389791664403,-2.9444389791664407,True,29,final_prompt,reliability_interchange,0.625,0.625,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.0,False,False,False
22a22aaa63ad05532c9381d5,1959a1f938ecfd1eaa23ca38,1,NNY,1/4,3/4,-1.0,1.0986122886681098,-1.0986122886681098,True,2,final_prompt,reliability_interchange,-0.375,-0.5,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,True,True,0.125,False,False,False
22a22aaa63ad05532c9381d5,1959a1f938ecfd1eaa23ca38,1,NNY,1/4,3/4,-1.0,1.0986122886681098,-1.0986122886681098,True,31,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,True,True,-0.0,False,False,False
22a22aaa63ad05532c9381d5,1959a1f938ecfd1eaa23ca38,1,NNY,1/4,3/4,-1.0,1.0986122886681098,-1.0986122886681098,True,29,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,True,True,-0.0,False,False,False
2baf06033ea7abf8f49cd5fd,ee9182c0178e77eed30470ee,1,YYN,1/4,3/4,1.0,-1.0986122886681098,1.0986122886681098,True,2,final_prompt,reliability_interchange,0.0,0.0,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
2baf06033ea7abf8f49cd5fd,ee9182c0178e77eed30470ee,1,YYN,1/4,3/4,1.0,-1.0986122886681098,1.0986122886681098,True,31,final_prompt,reliability_interchange,0.0,0.0,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
2baf06033ea7abf8f49cd5fd,ee9182c0178e77eed30470ee,1,YYN,1/4,3/4,1.0,-1.0986122886681098,1.0986122886681098,True,29,final_prompt,reliability_interchange,0.0,0.0,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
1959a1f938ecfd1eaa23ca38,22a22aaa63ad05532c9381d5,1,NNY,3/4,1/4,-1.0,-1.0986122886681098,1.0986122886681098,True,2,final_prompt,reliability_interchange,-0.25,-0.375,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.125,False,False,False
1959a1f938ecfd1eaa23ca38,22a22aaa63ad05532c9381d5,1,NNY,3/4,1/4,-1.0,-1.0986122886681098,1.0986122886681098,True,31,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,0.0,False,False,False
1959a1f938ecfd1eaa23ca38,22a22aaa63ad05532c9381d5,1,NNY,3/4,1/4,-1.0,-1.0986122886681098,1.0986122886681098,True,29,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,0.0,False,False,False
ee9182c0178e77eed30470ee,2baf06033ea7abf8f49cd5fd,1,YYN,3/4,1/4,1.0,1.0986122886681098,-1.0986122886681098,True,2,final_prompt,reliability_interchange,0.375,0.5,0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.125,False,False,False
ee9182c0178e77eed30470ee,2baf06033ea7abf8f49cd5fd,1,YYN,3/4,1/4,1.0,1.0986122886681098,-1.0986122886681098,True,31,final_prompt,reliability_interchange,0.375,0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.0,False,False,False
ee9182c0178e77eed30470ee,2baf06033ea7abf8f49cd5fd,1,YYN,3/4,1/4,1.0,1.0986122886681098,-1.0986122886681098,True,29,final_prompt,reliability_interchange,0.375,0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,True,True,False,False,-0.0,False,False,False
c24b5f29892d1ccf8422f763,d8c0b14cce2abe04c17d0eb0,2,NYY,1/20,19/20,0.0,-0.0,0.0,False,2,final_prompt,reliability_interchange,-0.5,-0.5,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
c24b5f29892d1ccf8422f763,d8c0b14cce2abe04c17d0eb0,2,NYY,1/20,19/20,0.0,-0.0,0.0,False,31,final_prompt,reliability_interchange,-0.5,-0.5,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
c24b5f29892d1ccf8422f763,d8c0b14cce2abe04c17d0eb0,2,NYY,1/20,19/20,0.0,-0.0,0.0,False,29,final_prompt,reliability_interchange,-0.5,-0.5,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
5ae9686b2322cc014d0e8632,b638938c379f587087be5305,2,YNN,1/20,19/20,0.0,-0.0,0.0,False,2,final_prompt,reliability_interchange,-0.375,-0.5,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,-0.0,False,False,False
5ae9686b2322cc014d0e8632,b638938c379f587087be5305,2,YNN,1/20,19/20,0.0,-0.0,0.0,False,31,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
5ae9686b2322cc014d0e8632,b638938c379f587087be5305,2,YNN,1/20,19/20,0.0,-0.0,0.0,False,29,final_prompt,reliability_interchange,-0.375,-0.5,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,-0.0,False,False,False
d8c0b14cce2abe04c17d0eb0,c24b5f29892d1ccf8422f763,2,NYY,19/20,1/20,0.0,0.0,-0.0,False,2,final_prompt,reliability_interchange,-0.25,-0.375,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,-0.0,False,False,False
d8c0b14cce2abe04c17d0eb0,c24b5f29892d1ccf8422f763,2,NYY,19/20,1/20,0.0,0.0,-0.0,False,31,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
d8c0b14cce2abe04c17d0eb0,c24b5f29892d1ccf8422f763,2,NYY,19/20,1/20,0.0,0.0,-0.0,False,29,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
b638938c379f587087be5305,5ae9686b2322cc014d0e8632,2,YNN,19/20,1/20,0.0,0.0,-0.0,False,2,final_prompt,reliability_interchange,-0.125,-0.25,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,-0.0,False,False,False
b638938c379f587087be5305,5ae9686b2322cc014d0e8632,2,YNN,19/20,1/20,0.0,0.0,-0.0,False,31,final_prompt,reliability_interchange,-0.125,-0.125,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
b638938c379f587087be5305,5ae9686b2322cc014d0e8632,2,YNN,19/20,1/20,0.0,0.0,-0.0,False,29,final_prompt,reliability_interchange,-0.125,-0.125,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
5dec2e61953991e15290b57d,e244046f4f752b5a5625f7f5,2,NYY,1/4,3/4,0.0,-0.0,0.0,False,2,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
5dec2e61953991e15290b57d,e244046f4f752b5a5625f7f5,2,NYY,1/4,3/4,0.0,-0.0,0.0,False,31,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
5dec2e61953991e15290b57d,e244046f4f752b5a5625f7f5,2,NYY,1/4,3/4,0.0,-0.0,0.0,False,29,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
8d4aeaf899c845d063b8a189,eac8dc699716d69f5086b93c,2,YNN,1/4,3/4,0.0,-0.0,0.0,False,2,final_prompt,reliability_interchange,-0.375,-0.5,-0.125,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,-0.0,False,False,False
8d4aeaf899c845d063b8a189,eac8dc699716d69f5086b93c,2,YNN,1/4,3/4,0.0,-0.0,0.0,False,31,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
8d4aeaf899c845d063b8a189,eac8dc699716d69f5086b93c,2,YNN,1/4,3/4,0.0,-0.0,0.0,False,29,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,False,False,0.0,False,False,False
e244046f4f752b5a5625f7f5,5dec2e61953991e15290b57d,2,NYY,3/4,1/4,0.0,0.0,-0.0,False,2,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
e244046f4f752b5a5625f7f5,5dec2e61953991e15290b57d,2,NYY,3/4,1/4,0.0,0.0,-0.0,False,31,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
e244046f4f752b5a5625f7f5,5dec2e61953991e15290b57d,2,NYY,3/4,1/4,0.0,0.0,-0.0,False,29,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
eac8dc699716d69f5086b93c,8d4aeaf899c845d063b8a189,2,YNN,3/4,1/4,0.0,0.0,-0.0,False,2,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
eac8dc699716d69f5086b93c,8d4aeaf899c845d063b8a189,2,YNN,3/4,1/4,0.0,0.0,-0.0,False,31,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
eac8dc699716d69f5086b93c,8d4aeaf899c845d063b8a189,2,YNN,3/4,1/4,0.0,0.0,-0.0,False,29,final_prompt,reliability_interchange,-0.25,-0.25,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,high,False,False,False,False,0.0,False,False,False
bfb5c79b1bee5317106f707a,57bf8cc514f3b92d8f46610c,3,NYN,1/20,19/20,-2.0,5.888877958332881,-5.8888779583328805,True,2,final_prompt,reliability_interchange,-0.375,-0.375,0.0,a36b8af3588263449b49626227600d75a3aaa8b1ac4a47b8e5eebf3a9a895848,False,native_bf16_gpu_with_cpu_weight_offload,low,False,False,True,True,-0.0,False,False,False
