row_id,schedule,split,reliability,reliability_exact,delta_a,z_bayes,z_heuristic,margin,emitted_choice,emitted_correct,non_tie,logit_choice,logit_correct,emitted_logit_disagree
ef778b5250db7ef73d6e01e6,4,test,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,0.125,C1,False,True,C1,False,False
37848971fe38d5f4df1fb0b3,4,test,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.375,C2,False,True,C2,False,False
8e4304eb5365ba9aede0f654,4,test,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.625,C2,False,True,C2,False,False
b3b257eafb2b6f3770a7d50d,4,test,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
d67da2359491963372320c55,4,test,0.05,1/20,0.0,-0.0,0.0,0.625,C1,,False,C1,False,False
4f5c0fec9da9f44c818f7527,5,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
653b9da113fade42c7215909,5,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.875,C2,False,True,C2,False,False
18ab60c16dad6b086b0e7acd,5,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.625,C2,True,True,C2,True,False
aec08b19983cb07876d04f5e,5,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
f253ebc2637063f47c79c921,5,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
9f89e5dab26888085b4668b6,5,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.5,C2,False,True,C2,False,False
a9f3fd4ebd0a2bb1084d31b7,5,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.125,C2,True,True,C2,True,False
cb88b0b3afde7359cbde58e3,5,train,0.05,1/20,0.0,-0.0,0.0,-0.25,C2,,False,C2,False,False
28543c4735035178196382f6,6,test,0.05,1/20,-3.0,8.833316937499323,-8.833316937499323,-1.125,C2,False,True,C2,False,False
2aacc93133885847ae0b9f66,6,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.5,C2,False,True,C2,False,False
9b5a509498b4c5e41172a9f0,6,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.375,C2,False,True,C2,False,False
24861fdec7dd8c29a79eafc3,6,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,0.5,C1,False,True,C1,False,False
6c0d8719d9911c38a91b149e,6,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.125,C1,True,True,C2,False,True
3e13caf29258ae256e7a1d9f,6,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,1.125,C1,False,True,C1,False,False
f8fb956dd2335b6f02e6f273,6,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,0.75,C1,False,True,C1,False,False
ae107a48f002253e63637b64,6,test,0.05,1/20,3.0,-8.833316937499323,8.833316937499323,2.0,C1,False,True,C1,False,False
1ccb29f9f45ba28fb3e3ee22,7,train,0.05,1/20,0.0,-0.0,0.0,-0.25,C2,,False,C2,False,False
c612b241346957c63c30cddd,7,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
1bfde7a9acc8d8b791ad497d,7,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
773003da3a629b841e5eb075,7,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
588bd41f0a2119ea1f062445,7,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
a79c8bb589a1c330d941b480,7,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
8359e696ba9d48b35e703936,7,train,0.05,1/20,0.0,-0.0,0.0,-0.75,C2,,False,C2,False,False
331aa4e4c1fcad2cf76b51ef,7,train,0.05,1/20,0.0,-0.0,0.0,-0.125,C2,,False,C2,False,False
33715a54c6a55de59b4fd91d,8,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.25,C2,False,True,C2,False,False
57f7754a63741d946b5219e4,8,train,0.05,1/20,-3.0,8.833316937499323,-8.833316937499323,-1.25,C2,False,True,C2,False,False
044ddb56d1563b7beaf103ae,8,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.875,C2,True,True,C2,True,False
a89093bd27d0aae9260f6a3f,8,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.875,C2,False,True,C2,False,False
a34597cc41db4fa733c3b01d,8,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.125,C2,True,True,C2,True,False
06f00870f28f77644346f6b6,8,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.25,C2,False,True,C2,False,False
5595a5e8e3b6211d1b1d13de,8,train,0.05,1/20,3.0,-8.833316937499323,8.833316937499323,0.375,C1,False,True,C1,False,False
178f61927a1e0e40d95a76fe,8,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,0.375,C1,False,True,C1,False,False
98915ab2569b43ee4a646743,9,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.625,C2,True,True,C2,True,False
832240c5df7b71a6a17114be,9,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.75,C2,False,True,C2,False,False
178492e64d76229929c9fbce,9,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.5,C2,True,True,C2,True,False
46c1717695988798e77a81c5,9,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.625,C2,False,True,C2,False,False
ff4818fcca8bc0f487931052,9,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.5,C2,True,True,C2,True,False
0253452e5c5c1cb9f9c94521,9,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.625,C2,False,True,C2,False,False
54b3407f0220575e40e26fa8,9,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.375,C2,True,True,C2,True,False
9070eedcc52903c9d1ac91d5,9,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.375,C2,False,True,C2,False,False
b338682d46fec21d909f4028,10,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.375,C2,True,True,C2,True,False
6caf87dee39a0005f47cdcc2,10,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.5,C2,False,True,C2,False,False
1faf73f810f9452c7f3ebab9,10,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.5,C2,True,True,C2,True,False
c4739a9131bc9339258d6f3b,10,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.75,C2,False,True,C2,False,False
7c8f7175dcb95cda66c01806,10,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.5,C2,True,True,C2,True,False
ffa92d4b520d5693fea72264,10,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.625,C2,False,True,C2,False,False
9ac9c5bd7bdd61d273e2afd2,10,test,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.5,C2,True,True,C2,True,False
847159cb85316adf0ec0df1c,10,test,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.5,C2,False,True,C2,False,False
17bf3ecf7272959eeb9f5144,11,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
9c60896a65b10cd100a822f6,11,train,0.05,1/20,0.0,-0.0,0.0,-0.75,C2,,False,C2,False,False
46d23561ee7318860050769d,11,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.375,C2,False,True,C2,False,False
1a120a8f87e5b60a5abea752,11,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.5,C2,False,True,C2,False,False
d9cc5fa77788df28c31252cc,11,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.25,C2,True,True,C2,True,False
90ca559c49e8eb9e089491ee,11,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.375,C2,True,True,C2,True,False
49b52633b6592c01c9d9f847,11,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
93b9d1374292eecf44725c92,11,train,0.05,1/20,0.0,-0.0,0.0,-0.125,C2,,False,C2,False,False
8b5cd9d50c4076894703130a,12,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
5338aab69c5ccffe57de19cb,12,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.375,C2,True,True,C2,True,False
ddb3a8410bb98c72591a40bf,12,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.875,C2,False,True,C2,False,False
03e4836d166e4a7a492da822,12,train,0.05,1/20,0.0,-0.0,0.0,-0.125,C1,,False,C2,False,True
3542c9d838c428cf8bb1975d,12,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
96fd7c4ccac5f8f3d7b9da20,12,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.375,C2,True,True,C2,True,False
b9526b15297f9bc1a88fd210,12,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.25,C2,False,True,C2,False,False
af559d2cb4d3d47cfac83e9d,12,train,0.05,1/20,0.0,-0.0,0.0,0.25,C1,,False,C1,False,False
e83aba19acf66a410a4aa4c3,13,train,0.05,1/20,3.0,-8.833316937499323,8.833316937499323,-0.5,C2,True,True,C2,True,False
358734fefcb56e3ffdb24059,13,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-1.0,C2,True,True,C2,True,False
db03f1fad5e2b4b4a0c60ca7,13,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-1.0,C2,True,True,C2,True,False
f977beafa0c112ff6a37dcfc,13,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.375,C2,False,True,C2,False,False
0621464711a7ce30e565de18,13,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-1.375,C2,True,True,C2,True,False
69abefc56c7f74d6a926f1e8,13,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.75,C2,False,True,C2,False,False
e06f3a756b173b5c7bc227f9,13,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.5,C2,False,True,C2,False,False
24dc18fec269ef39963c1cc5,13,train,0.05,1/20,-3.0,8.833316937499323,-8.833316937499323,-2.0,C2,False,True,C2,False,False
7561103876054cf0167de9bb,14,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.75,C2,False,True,C2,False,False
f5b6d8659c8e3ad240422faa,14,train,0.05,1/20,-3.0,8.833316937499323,-8.833316937499323,-0.25,C2,False,True,C2,False,False
81505704655b1194ed25893b,14,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.125,C2,True,True,C2,True,False
a36ae2ae244f4fbcc62df19d,14,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,0.0,C1,True,True,TIE,False,True
cea2ee940ce836773c2f0119,14,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,0.625,C1,False,True,C1,False,False
080315e512c1c1a9d8b60a7a,14,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,0.5,C1,True,True,C1,True,False
e9ca52221022715fee2e208e,14,train,0.05,1/20,3.0,-8.833316937499323,8.833316937499323,1.25,C1,False,True,C1,False,False
93d2f8cb8d95dd8a861c98d9,14,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,1.25,C1,False,True,C1,False,False
f9fd59f135a9cacdfce04091,15,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.0,C2,False,True,C2,False,False
d0575943ad59d7a2790d73e9,15,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.0,C2,False,True,C2,False,False
e8efc6b3872e2604e84b6168,15,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.75,C2,True,True,C2,True,False
4f4c86f9d2dbec741ad809d6,15,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.625,C2,True,True,C2,True,False
161e48d32c2c62fa502c43b3,15,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.625,C2,False,True,C2,False,False
8442f6f47bc17e371b095670,15,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.25,C2,False,True,C2,False,False
679ea9cf1a96c0c0ee45a70b,15,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,0.0,C2,True,True,TIE,False,True
8fc9a281a5c5a94b3efe308e,15,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,0.25,C1,False,True,C1,False,False
ce478c9e26662ac483477091,16,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.625,C2,False,True,C2,False,False
2fc22564467e8cce3870ca4d,16,train,0.05,1/20,-3.0,8.833316937499323,-8.833316937499323,-1.0,C2,False,True,C2,False,False
a3a6b9420271f465ac340db0,16,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.875,C2,True,True,C2,True,False
87ae9fb257e91b4de59ca6e6,16,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.5,C2,False,True,C2,False,False
7626f805eb465f344da1496e,16,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.125,C1,False,True,C2,True,True
bb299bf076f0a80af4e15d61,16,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,0.25,C1,True,True,C1,True,False
b3ddf661f12fe2179e47619a,16,train,0.05,1/20,3.0,-8.833316937499323,8.833316937499323,0.625,C1,False,True,C1,False,False
f8c382f11662b11064eec3a7,16,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,1.0,C1,False,True,C1,False,False
57ab7f1105f61d949ba85f9b,17,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.375,C2,True,True,C2,True,False
c68d43f6b573151bd264de08,17,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.25,C2,True,True,C2,True,False
a3e672f098dc670b58db63c3,17,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.625,C2,True,True,C2,True,False
6ba7e2b74a8510ec30d38c8f,17,train,0.05,1/20,1.0,-2.9444389791664407,2.9444389791664407,-0.25,C2,True,True,C2,True,False
e5eb12a014c81fd99d8b941e,17,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.75,C2,False,True,C2,False,False
9558d08f9e99595bd725154a,17,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.5,C2,False,True,C2,False,False
8d28f4a7f1d1f5b1d7a36ab4,17,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.625,C2,False,True,C2,False,False
085e1253fd78603563be73e5,17,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-0.125,C2,False,True,C2,False,False
5f8f2ff1bb6860336b718268,18,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
97553adeb7acc20ae3d02fb4,18,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.625,C2,False,True,C2,False,False
6bec3e0c564922d32228abae,18,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.125,C2,True,True,C2,True,False
783dcb4d143de2507f2337fb,18,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
5ac8041a991ab64e7d40b0dd,18,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
3fe23a8dd4865accfe5b0b94,18,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.625,C2,False,True,C2,False,False
00d0c165578792c68ff05a3b,18,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,0.25,C1,False,True,C1,False,False
93e97c664459cdc679a4eda8,18,train,0.05,1/20,0.0,-0.0,0.0,0.25,C1,,False,C1,False,False
9bc51bc6aed23736d3b4e422,19,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.0,C2,False,True,C2,False,False
b7a358a72a3a8b8a546ba2c5,19,train,0.05,1/20,0.0,-0.0,0.0,-0.375,C2,,False,C2,False,False
5a69f27211fa75cb2792338d,19,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.875,C2,False,True,C2,False,False
4c4b7fdf63e29ba65a49f77f,19,train,0.05,1/20,0.0,-0.0,0.0,0.375,C1,,False,C1,False,False
dfec19d9cfeb1de676bf8527,19,train,0.05,1/20,0.0,-0.0,0.0,0.375,C1,,False,C1,False,False
502d945d050e8ccb8d5d0278,19,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,0.625,C1,False,True,C1,False,False
969692f1619589dc534787fe,19,train,0.05,1/20,0.0,-0.0,0.0,0.125,C1,,False,C1,False,False
2bd61dcd8ad7c9ab232e04a3,19,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,1.75,C1,False,True,C1,False,False
5c600246ccf165885b49a1d8,20,train,0.05,1/20,0.0,-0.0,0.0,-1.0,C2,,False,C2,False,False
b85b347c1319d64a0220978b,20,train,0.05,1/20,0.0,-0.0,0.0,-1.0,C2,,False,C2,False,False
6ea5e479e5421d7ac7e78df6,20,train,0.05,1/20,0.0,-0.0,0.0,-1.125,C2,,False,C2,False,False
b997379d5ed3cdd974d3f6de,20,train,0.05,1/20,0.0,-0.0,0.0,-0.75,C2,,False,C2,False,False
9113b406b2e14c68c12be3a6,20,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
71ebd85f5a56adfc074eaef0,20,train,0.05,1/20,0.0,-0.0,0.0,-0.75,C2,,False,C2,False,False
6ee4145a6ec5f809824c08d2,20,train,0.05,1/20,0.0,-0.0,0.0,-1.0,C2,,False,C2,False,False
06fbbd698a8a2d64c75123f8,20,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
1da6f205e7ab52fcd83074c8,21,train,0.05,1/20,0.0,-0.0,0.0,-1.0,C2,,False,C2,False,False
5cf7626d1d5a9cb58532a25a,21,train,0.05,1/20,0.0,-0.0,0.0,-1.0,C2,,False,C2,False,False
436682e541943c23120737a3,21,train,0.05,1/20,0.0,-0.0,0.0,-0.75,C2,,False,C2,False,False
6a9bf043d1bd9be38e61ea73,21,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
ffec720cc886214e4e59b9d7,21,train,0.05,1/20,0.0,-0.0,0.0,-0.75,C2,,False,C2,False,False
e9c3210159cf76a692442415,21,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
225c69b44bef919433b34649,21,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
3100ed281c32f5547b48c2e5,21,train,0.05,1/20,0.0,-0.0,0.0,-0.25,C2,,False,C2,False,False
7bad3505c690678d2f924177,22,train,0.05,1/20,0.0,-0.0,0.0,-1.0,C2,,False,C2,False,False
1bd0e6a692e37c26937eb734,22,train,0.05,1/20,0.0,-0.0,0.0,-0.75,C2,,False,C2,False,False
4971559d4347e5b744849b4f,22,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
8fa006edda298ab921c69022,22,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
f471447ab1a67b8b8102d54f,22,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
fda51bc77ad8fa0cec6ec161,22,train,0.05,1/20,0.0,-0.0,0.0,-0.5,C2,,False,C2,False,False
3a6796bd421d0cfec6de91b5,22,train,0.05,1/20,0.0,-0.0,0.0,-0.625,C2,,False,C2,False,False
c6359fbc07c942fc510bf793,22,train,0.05,1/20,0.0,-0.0,0.0,0.0,C1,,False,TIE,False,True
62e5b38c4ed177b679b4cb9b,23,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.125,C2,False,True,C2,False,False
8b0550fbb906220226c30644,23,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.375,C2,False,True,C2,False,False
29881a4a8ccb17fedb682b0e,23,train,0.05,1/20,0.0,-0.0,0.0,-0.125,C2,,False,C2,False,False
0a2ae181acb9aea25b940a68,23,train,0.05,1/20,0.0,-0.0,0.0,0.375,C1,,False,C1,False,False
cb3b54bcfdf7d1b91466c8db,23,train,0.05,1/20,0.0,-0.0,0.0,0.25,C1,,False,C1,False,False
ec3141321631f3a679b70351,23,train,0.05,1/20,0.0,-0.0,0.0,0.625,C1,,False,C1,False,False
c3a11bf4c1002e611252a050,23,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,1.25,C1,False,True,C1,False,False
bfc056c7384cd18137d367fa,23,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,1.75,C1,False,True,C1,False,False
1f9dc5b3516c36ca7a76820e,24,train,0.05,1/20,0.0,-0.0,0.0,0.0,C2,,False,TIE,False,True
8941de00a1a0e3fccbe92854,24,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.125,C2,True,True,C2,True,False
446dfab9d7274a303b822a5d,24,train,0.05,1/20,0.0,-0.0,0.0,0.0,C2,,False,TIE,False,True
6ff60512a7550d680eb1cbaa,24,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.25,C2,True,True,C2,True,False
eca4db08c18ebe1e46332b49,24,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.0,C2,False,True,C2,False,False
3e36454a92680080af24327d,24,train,0.05,1/20,0.0,-0.0,0.0,-0.875,C2,,False,C2,False,False
66a37715bdd78acc4dd57978,24,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-0.875,C2,False,True,C2,False,False
78401c813f2c6d0058f491ca,24,train,0.05,1/20,0.0,-0.0,0.0,-0.125,C2,,False,C2,False,False
f3bfe493c828218e2f49c009,25,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.5,C2,True,True,C2,True,False
1b259305c5ebbdb27eac95e7,25,train,0.05,1/20,2.0,-5.888877958332881,5.888877958332881,-0.875,C2,True,True,C2,True,False
e505a28cf358620d3ee81397,25,train,0.05,1/20,0.0,-0.0,0.0,-1.125,C2,,False,C2,False,False
263b4522cea81c453167e21c,25,train,0.05,1/20,0.0,-0.0,0.0,-1.0,C2,,False,C2,False,False
ca6156176603e2c43fb4f411,25,train,0.05,1/20,0.0,-0.0,0.0,-1.375,C2,,False,C2,False,False
41dd1b5f7f504ff56e49ec67,25,train,0.05,1/20,0.0,-0.0,0.0,-1.25,C2,,False,C2,False,False
6dfa4a771cb9aa98428248ee,25,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.5,C2,False,True,C2,False,False
cd183226e1a4a7f78708eca6,25,train,0.05,1/20,-2.0,5.888877958332881,-5.888877958332881,-1.5,C2,False,True,C2,False,False
22b41636e31876cb0c0bdce3,26,train,0.05,1/20,-1.0,2.9444389791664407,-2.9444389791664407,-1.0,C2,False,True,C2,False,False
